URL,HomeTeam,HomeGoals,AwayTeam,AwayGoals
https://soccer365.ru/games/15693562/,Лацио,2,Селтик,0
https://soccer365.ru/games/15693563/,Милан,1,Боруссия Дортмунд,3
https://soccer365.ru/games/15693564/,ПСЖ,1,Ньюкасл,1
https://soccer365.ru/games/15693565/,Бавария,2,Галатасарай,1
https://soccer365.ru/games/15693566/,Ред Булл Зальцбург,0,Интер,1
https://soccer365.ru/games/15693567/,Копенгаген,4,Ман Юнайтед,3
https://soccer365.ru/games/15693568/,Реал Мадрид,3,Брага,0
https://soccer365.ru/games/15693569/,Наполи,1,Унион Берлин,1
https://soccer365.ru/games/15693570/,Арсенал,2,Севилья,0
https://soccer365.ru/games/15693571/,ПСВ,1,Ланс,0
https://soccer365.ru/games/15693572/,Реал Сосьедад,3,Бенфика,1
https://soccer365.ru/games/15693573/,Шахтер,1,Барселона,0
https://soccer365.ru/games/15693574/,Лацио,1,Фейеноорд,0
https://soccer365.ru/games/15693575/,Ман Сити,3,Янг Бойз,0
https://soccer365.ru/games/15693576/,Црвена Звезда,1,РБ Лейпциг,2
https://soccer365.ru/games/15693577/,Порту,2,Антверпен,0
https://soccer365.ru/games/15693578/,Атлетико Мадрид,6,Селтик,0
https://soccer365.ru/games/15693579/,Боруссия Дортмунд,2,Ньюкасл,0
https://soccer365.ru/games/15693580/,Милан,2,ПСЖ,1
https://soccer365.ru/games/15693581/,Шахтер,1,Барселона,0
https://soccer365.ru/games/15693582/,Боруссия Дортмунд,2,Ньюкасл,0
https://soccer365.ru/games/15693583/,Црвена Звезда,1,РБ Лейпциг,2
https://soccer365.ru/games/15693584/,Ман Сити,3,Янг Бойз,0
https://soccer365.ru/games/15693585/,Порту,2,Антверпен,0
https://soccer365.ru/games/15693586/,Атлетико Мадрид,6,Селтик,0
https://soccer365.ru/games/15693587/,Лацио,1,Фейеноорд,0
https://soccer365.ru/games/15693588/,Милан,2,ПСЖ,1
https://soccer365.ru/games/15693589/,Наполи,1,Унион Берлин,1
https://soccer365.ru/games/15693590/,Реал Сосьедад,3,Бенфика,1
https://soccer365.ru/games/15693591/,Копенгаген,4,Ман Юнайтед,3
https://soccer365.ru/games/15693592/,Бавария,2,Галатасарай,1
https://soccer365.ru/games/15693593/,Реал Мадрид,3,Брага,0
https://soccer365.ru/games/15693594/,Арсенал,2,Севилья,0
https://soccer365.ru/games/15693595/,ПСВ,1,Ланс,0
https://soccer365.ru/games/15693596/,Ред Булл Зальцбург,0,Интер,1
https://soccer365.ru/games/15693597/,Шахтер,1,Антверпен,0
https://soccer365.ru/games/15693598/,Лацио,2,Селтик,0
https://soccer365.ru/games/15693599/,Янг Бойз,0,Црвена Звезда,1
https://soccer365.ru/games/15693600/,Ман Сити,3,РБ Лейпциг,2
https://soccer365.ru/games/15693601/,Барселона,2,Порту,1
https://soccer365.ru/games/15693602/,Фейеноорд,1,Атлетико Мадрид,3
https://soccer365.ru/games/15693603/,Милан,1,Боруссия Дортмунд,3
https://soccer365.ru/games/15693604/,ПСЖ,1,Ньюкасл,1
https://soccer365.ru/games/15693605/,Галатасарай,3,Ман Юнайтед,3
https://soccer365.ru/games/15693606/,Севилья,2,ПСВ,3
https://soccer365.ru/games/15693607/,Бавария,0,Копенгаген,0
https://soccer365.ru/games/15693608/,Реал Мадрид,4,Наполи,2
https://soccer365.ru/games/15693609/,Брага,1,Унион Берлин,1
https://soccer365.ru/games/15693610/,Арсенал,6,Ланс,0
https://soccer365.ru/games/15693611/,Бенфика,3,Интер,3
https://soccer365.ru/games/15693612/,Реал Сосьедад,0,Ред Булл Зальцбург,0
https://soccer365.ru/games/15693613/,Арсенал,2,ПСВ,2
https://soccer365.ru/games/15693614/,Ланс,2,Севилья,1
https://soccer365.ru/games/15693615/,Ман Юнайтед,0,Бавария,1
https://soccer365.ru/games/15693616/,Копенгаген,1,Галатасарай,0
https://soccer365.ru/games/15693617/,Наполи,2,Брага,0
https://soccer365.ru/games/15693618/,Унион Берлин,2,Реал Мадрид,3
https://soccer365.ru/games/15693619/,Интер,0,Реал Сосьедад,0
https://soccer365.ru/games/15693620/,Ред Булл Зальцбург,1,Бенфика,3
https://soccer365.ru/games/15693621/,РБ Лейпциг,2,Янг Бойз,1
https://soccer365.ru/games/15693622/,Црвена Звезда,2,Ман Сити,3
https://soccer365.ru/games/15693623/,Антверпен,3,Барселона,2
https://soccer365.ru/games/15693624/,Порту,5,Шахтер,3
https://soccer365.ru/games/15693625/,Атлетико Мадрид,2,Лацио,0
https://soccer365.ru/games/15693626/,Селтик,2,Фейеноорд,1
https://soccer365.ru/games/15693627/,Ньюкасл,1,Милан,2
https://soccer365.ru/games/15693628/,ПСЖ,0,Боруссия Дортмунд,1
https://soccer365.ru/games/15693629/,Арсенал,1,Порту,0
https://soccer365.ru/games/15693630/,Барселона,3,Наполи,1
https://soccer365.ru/games/15693631/,Реал Сосьедад,1,ПСЖ,2
https://soccer365.ru/games/15693632/,Атлетико Мадрид,2,Интер,1
https://soccer365.ru/games/15693633/,Боруссия Дортмунд,2,ПСВ,0
https://soccer365.ru/games/15693634/,Бавария,3,Лацио,0
https://soccer365.ru/games/15693635/,Ман Сити,3,Копенгаген,1
https://soccer365.ru/games/15693636/,Реал Мадрид,1,РБ Лейпциг,1
https://soccer365.ru/games/15693637/,Арсенал,1,Порту,0
https://soccer365.ru/games/15693638/,Барселона,3,Наполи,1
https://soccer365.ru/games/15693639/,Реал Сосьедад,1,ПСЖ,2
https://soccer365.ru/games/15693640/,Атлетико Мадрид,2,Интер,1
https://soccer365.ru/games/15693641/,Боруссия Дортмунд,2,ПСВ,0
https://soccer365.ru/games/15693642/,Бавария,3,Лацио,0
https://soccer365.ru/games/15693643/,Ман Сити,3,Копенгаген,1
https://soccer365.ru/games/15693644/,Реал Мадрид,1,РБ Лейпциг,1
https://soccer365.ru/games/15693645/,Бавария,1,Арсенал,0
https://soccer365.ru/games/15693646/,Боруссия Дортмунд,4,Атлетико Мадрид,2
https://soccer365.ru/games/15693647/,Реал Мадрид,3,Ман Сити,1
https://soccer365.ru/games/15693648/,Барселона,1,ПСЖ,4
https://soccer365.ru/games/15693649/,Бавария,1,Арсенал,0
https://soccer365.ru/games/15693650/,Боруссия Дортмунд,4,Атлетико Мадрид,2
https://soccer365.ru/games/15693651/,Реал Мадрид,3,Ман Сити,1
https://soccer365.ru/games/15693652/,Барселона,1,ПСЖ,4
https://soccer365.ru/games/15693653/,ПСЖ,0,Боруссия Дортмунд,1
https://soccer365.ru/games/15693654/,Реал Мадрид,2,Бавария,1
https://soccer365.ru/games/15693655/,ПСЖ,0,Боруссия Дортмунд,1
https://soccer365.ru/games/15693656/,Реал Мадрид,2,Бавария,1
https://soccer365.ru/games/15693657/,Реал Мадрид,5,Боруссия Дортмунд,2
https://soccer365.ru/games/15497593/,Левадия,1,Викингур Рейкьявик,6
https://soccer365.ru/games/15497594/,Ла Фиорита,1,Интер Клуб Эскльдес,2
https://soccer365.ru/games/15497595/,Интер Клуб Эскльдес,0,Викингур Рейкьявик,1
https://soccer365.ru/games/15497596/,ЧФР Клуж,2,Пюник,2
https://soccer365.ru/games/15497597/,Шахтёр Cолигорск,0,Марибор,2
https://soccer365.ru/games/15497598/,Сутьеска,0,Лудогорец,1
https://soccer365.ru/games/15497599/,Тирана,1,Дюделанж,2
https://soccer365.ru/games/15497600/,Ференцварош,5,Тобол Костанай,1
https://soccer365.ru/games/15497601/,Викингур Рейкьявик,3,Мальмё,3
https://soccer365.ru/games/15497602/,Жальгирис,1,Балканы,0
https://soccer365.ru/games/15497603/,РФШ,2,ХИК,1
https://soccer365.ru/games/15497604/,КИ Клаксвик,3,Буде-Глимт,1
https://soccer365.ru/games/15497605/,Линфилд,2,ТНС,0
https://soccer365.ru/games/15497606/,Хибернианc,0,Шемрок,0
https://soccer365.ru/games/15497607/,Карабах Агдам,5,Лех Познань,1
https://soccer365.ru/games/15497608/,Линкольн Ред Импс,2,Шкупи,0
https://soccer365.ru/games/15497609/,Шериф,1,Зриньски,0
https://soccer365.ru/games/15497610/,Динамо Батуми,1,Слован Братислава,2
https://soccer365.ru/games/15497611/,ЧФР Клуж,2,Пюник,2
https://soccer365.ru/games/15497612/,Шахтёр Cолигорск,0,Марибор,2
https://soccer365.ru/games/15497613/,Сутьеска,0,Лудогорец,1
https://soccer365.ru/games/15497614/,Тирана,1,Дюделанж,2
https://soccer365.ru/games/15497615/,Ференцварош,5,Тобол Костанай,1
https://soccer365.ru/games/15497616/,Викингур Рейкьявик,3,Мальмё,3
https://soccer365.ru/games/15497617/,Жальгирис,1,Балканы,0
https://soccer365.ru/games/15497618/,РФШ,2,ХИК,1
https://soccer365.ru/games/15497619/,КИ Клаксвик,3,Буде-Глимт,1
https://soccer365.ru/games/15497620/,Линфилд,2,ТНС,0
https://soccer365.ru/games/15497621/,Хибернианc,0,Шемрок,0
https://soccer365.ru/games/15497622/,Карабах Агдам,5,Лех Познань,1
https://soccer365.ru/games/15497623/,Линкольн Ред Импс,2,Шкупи,0
https://soccer365.ru/games/15497624/,Шериф,1,Зриньски,0
https://soccer365.ru/games/15497625/,Динамо Батуми,1,Слован Братислава,2
https://soccer365.ru/games/15497626/,Слован Братислава,1,Ференцварош,4
https://soccer365.ru/games/15497627/,Шкупи,0,Динамо Загреб,1
https://soccer365.ru/games/15497628/,Цюрих,2,Карабах Агдам,2
https://soccer365.ru/games/15497629/,Виктория Пльзень,5,ХИК,0
https://soccer365.ru/games/15497630/,Буде-Глимт,8,Линфилд,0
https://soccer365.ru/games/15497631/,Мальмё,0,Жальгирис,2
https://soccer365.ru/games/15497632/,Шемрок,2,Лудогорец,1
https://soccer365.ru/games/15497633/,Шериф,1,Марибор,0
https://soccer365.ru/games/15497634/,Олимпиакос,0,Маккаби Хайфа,4
https://soccer365.ru/games/15497635/,Дюделанж,1,Пюник,4
https://soccer365.ru/games/15497636/,АЕК Ларнака,1,Мидтъюлланн,1
https://soccer365.ru/games/15497637/,Динамо Киев,0,Фенербахче,2
https://soccer365.ru/games/15497638/,Слован Братислава,1,Ференцварош,4
https://soccer365.ru/games/15497639/,Шкупи,0,Динамо Загреб,1
https://soccer365.ru/games/15497640/,Цюрих,2,Карабах Агдам,2
https://soccer365.ru/games/15497641/,Виктория Пльзень,5,ХИК,0
https://soccer365.ru/games/15497642/,Буде-Глимт,8,Линфилд,0
https://soccer365.ru/games/15497643/,Мальмё,0,Жальгирис,2
https://soccer365.ru/games/15497644/,Шемрок,2,Лудогорец,1
https://soccer365.ru/games/15497645/,Шериф,1,Марибор,0
https://soccer365.ru/games/15497646/,Олимпиакос,0,Маккаби Хайфа,4
https://soccer365.ru/games/15497647/,Дюделанж,1,Пюник,4
https://soccer365.ru/games/15497648/,АЕК Ларнака,1,Мидтъюлланн,1
https://soccer365.ru/games/15497649/,Динамо Киев,0,Фенербахче,2
https://soccer365.ru/games/15497650/,Аполлон,2,Маккаби Хайфа,0
https://soccer365.ru/games/15497651/,Карабах Агдам,3,Ференцварош,3
https://soccer365.ru/games/15497652/,Динамо Загреб,4,Лудогорец,2
https://soccer365.ru/games/15497653/,Виктория Пльзень,2,Шериф,1
https://soccer365.ru/games/15497654/,Жальгирис,1,Буде-Глимт,1
https://soccer365.ru/games/15497655/,Пюник,0,Црвена Звезда,2
https://soccer365.ru/games/15497656/,ПСВ,3,Монако,2
https://soccer365.ru/games/15497657/,Штурм Грац,1,Динамо Киев,2
https://soccer365.ru/games/15497658/,Рейнджерс,2,Юнион Сент-Жиллуаз,1
https://soccer365.ru/games/15497659/,Мидтъюлланн,1,Бенфика,3
https://soccer365.ru/games/15497660/,Аполлон,2,Маккаби Хайфа,0
https://soccer365.ru/games/15497661/,Карабах Агдам,3,Ференцварош,3
https://soccer365.ru/games/15497662/,Динамо Загреб,4,Лудогорец,2
https://soccer365.ru/games/15497663/,Виктория Пльзень,2,Шериф,1
https://soccer365.ru/games/15497664/,Жальгирис,1,Буде-Глимт,1
https://soccer365.ru/games/15497665/,Пюник,0,Црвена Звезда,2
https://soccer365.ru/games/15497666/,ПСВ,3,Монако,2
https://soccer365.ru/games/15497667/,Штурм Грац,1,Динамо Киев,2
https://soccer365.ru/games/15497668/,Рейнджерс,2,Юнион Сент-Жиллуаз,1
https://soccer365.ru/games/15497669/,Мидтъюлланн,1,Бенфика,3
https://soccer365.ru/games/15497670/,Виктория Пльзень,1,Карабах Агдам,2
https://soccer365.ru/games/15497671/,Динамо Загреб,4,Буде-Глимт,1
https://soccer365.ru/games/15497672/,Црвена Звезда,2,Маккаби Хайфа,2
https://soccer365.ru/games/15497673/,Трабзонспор,0,Копенгаген,0
https://soccer365.ru/games/15497674/,Бенфика,3,Динамо Киев,0
https://soccer365.ru/games/15497675/,ПСВ,5,Рейнджерс,1
https://soccer365.ru/games/15497676/,Виктория Пльзень,1,Карабах Агдам,2
https://soccer365.ru/games/15497677/,Динамо Загреб,4,Буде-Глимт,1
https://soccer365.ru/games/15497678/,Црвена Звезда,2,Маккаби Хайфа,2
https://soccer365.ru/games/15497679/,Трабзонспор,0,Копенгаген,0
https://soccer365.ru/games/15497680/,Бенфика,3,Динамо Киев,0
https://soccer365.ru/games/15497681/,ПСВ,5,Рейнджерс,1
https://soccer365.ru/games/15497682/,Челси,2,Динамо Загреб,1
https://soccer365.ru/games/15497683/,Копенгаген,1,Боруссия Дортмунд,1
https://soccer365.ru/games/15497684/,Милан,4,Ред Булл Зальцбург,0
https://soccer365.ru/games/15497685/,Реал Мадрид,5,Селтик,1
https://soccer365.ru/games/15497686/,Шахтер,0,РБ Лейпциг,4
https://soccer365.ru/games/15497687/,Ман Сити,1,Севилья,1
https://soccer365.ru/games/15497688/,Ювентус,1,ПСЖ,2
https://soccer365.ru/games/15497689/,Маккаби Хайфа,1,Бенфика,6
https://soccer365.ru/games/15497690/,Аякс,2,Рейнджерс,1
https://soccer365.ru/games/15497691/,Спортинг Лиссабон,1,Айнтрахт Франкфурт,2
https://soccer365.ru/games/15497692/,Ливерпуль,2,Наполи,0
https://soccer365.ru/games/15497693/,Порту,2,Атлетико Мадрид,1
https://soccer365.ru/games/15497694/,Байер,0,Брюгге,0
https://soccer365.ru/games/15497695/,Виктория Пльзень,2,Барселона,4
https://soccer365.ru/games/15497696/,Интер,2,Бавария,2
https://soccer365.ru/games/15497697/,Марсель,1,Тоттенхэм,2
https://soccer365.ru/games/15497698/,Интер,4,Виктория Пльзень,0
https://soccer365.ru/games/15497699/,Тоттенхэм,1,Спортинг Лиссабон,1
https://soccer365.ru/games/15497700/,Аякс,0,Ливерпуль,3
https://soccer365.ru/games/15497701/,Наполи,3,Рейнджерс,0
https://soccer365.ru/games/15497702/,Атлетико Мадрид,2,Байер,1
https://soccer365.ru/games/15497703/,Брюгге,0,Порту,4
https://soccer365.ru/games/15497704/,Барселона,4,Бавария,1
https://soccer365.ru/games/15497705/,Айнтрахт Франкфурт,2,Марсель,1
https://soccer365.ru/games/15497706/,Динамо Загреб,2,Милан,1
https://soccer365.ru/games/15497707/,Селтик,1,Шахтер,1
https://soccer365.ru/games/15497708/,Ред Булл Зальцбург,1,Челси,2
https://soccer365.ru/games/15497709/,Реал Мадрид,1,РБ Лейпциг,1
https://soccer365.ru/games/15497710/,Боруссия Дортмунд,0,Ман Сити,0
https://soccer365.ru/games/15497711/,Севилья,3,Копенгаген,0
https://soccer365.ru/games/15497712/,ПСЖ,7,Маккаби Хайфа,2
https://soccer365.ru/games/15497713/,Ювентус,0,Бенфика,2
https://soccer365.ru/games/15497714/,Виктория Пльзень,2,Бавария,4
https://soccer365.ru/games/15497715/,Спортинг Лиссабон,0,Марсель,2
https://soccer365.ru/games/15497716/,Наполи,4,Аякс,2
https://soccer365.ru/games/15497717/,Рейнджерс,1,Ливерпуль,7
https://soccer365.ru/games/15497718/,Байер,0,Порту,3
https://soccer365.ru/games/15497719/,Атлетико Мадрид,0,Брюгге,0
https://soccer365.ru/games/15497720/,Интер,4,Барселона,3
https://soccer365.ru/games/15497721/,Айнтрахт Франкфурт,0,Тоттенхэм,1
https://soccer365.ru/games/15497722/,Ред Булл Зальцбург,0,Динамо Загреб,2
https://soccer365.ru/games/15497723/,Селтик,3,РБ Лейпциг,1
https://soccer365.ru/games/15497724/,Милан,0,Челси,2
https://soccer365.ru/games/15497725/,Шахтер,1,Реал Мадрид,1
https://soccer365.ru/games/15497726/,Ман Сити,3,Копенгаген,1
https://soccer365.ru/games/15497727/,Боруссия Дортмунд,1,Севилья,1
https://soccer365.ru/games/15497728/,Маккаби Хайфа,2,Ювентус,0
https://soccer365.ru/games/15497729/,ПСЖ,1,Бенфика,1
https://soccer365.ru/games/15497730/,Ман Сити,3,Копенгаген,1
https://soccer365.ru/games/15497731/,Маккаби Хайфа,2,Ювентус,0
https://soccer365.ru/games/15497732/,Ред Булл Зальцбург,0,Динамо Загреб,2
https://soccer365.ru/games/15497733/,Милан,0,Челси,2
https://soccer365.ru/games/15497734/,Шахтер,1,Реал Мадрид,1
https://soccer365.ru/games/15497735/,Селтик,3,РБ Лейпциг,1
https://soccer365.ru/games/15497736/,Боруссия Дортмунд,1,Севилья,1
https://soccer365.ru/games/15497737/,ПСЖ,1,Бенфика,1
https://soccer365.ru/games/15497738/,Наполи,4,Аякс,2
https://soccer365.ru/games/15497739/,Атлетико Мадрид,0,Брюгге,0
https://soccer365.ru/games/15497740/,Рейнджерс,1,Ливерпуль,7
https://soccer365.ru/games/15497741/,Байер,0,Порту,3
https://soccer365.ru/games/15497742/,Интер,4,Барселона,3
https://soccer365.ru/games/15497743/,Виктория Пльзень,2,Бавария,4
https://soccer365.ru/games/15497744/,Айнтрахт Франкфурт,0,Тоттенхэм,1
https://soccer365.ru/games/15497745/,Спортинг Лиссабон,0,Марсель,2
https://soccer365.ru/games/15497746/,Ред Булл Зальцбург,1,Челси,2
https://soccer365.ru/games/15497747/,Севилья,3,Копенгаген,0
https://soccer365.ru/games/15497748/,Динамо Загреб,2,Милан,1
https://soccer365.ru/games/15497749/,Селтик,1,Шахтер,1
https://soccer365.ru/games/15497750/,Реал Мадрид,1,РБ Лейпциг,1
https://soccer365.ru/games/15497751/,Боруссия Дортмунд,0,Ман Сити,0
https://soccer365.ru/games/15497752/,Ювентус,0,Бенфика,2
https://soccer365.ru/games/15497753/,ПСЖ,7,Маккаби Хайфа,2
https://soccer365.ru/games/15497754/,Брюгге,0,Порту,4
https://soccer365.ru/games/15497755/,Интер,4,Виктория Пльзень,0
https://soccer365.ru/games/15497756/,Наполи,3,Рейнджерс,0
https://soccer365.ru/games/15497757/,Аякс,0,Ливерпуль,3
https://soccer365.ru/games/15497758/,Атлетико Мадрид,2,Байер,1
https://soccer365.ru/games/15497759/,Барселона,4,Бавария,1
https://soccer365.ru/games/15497760/,Айнтрахт Франкфурт,2,Марсель,1
https://soccer365.ru/games/15497761/,Тоттенхэм,1,Спортинг Лиссабон,1
https://soccer365.ru/games/15497762/,Порту,2,Атлетико Мадрид,1
https://soccer365.ru/games/15497763/,Байер,0,Брюгге,0
https://soccer365.ru/games/15497764/,Ливерпуль,2,Наполи,0
https://soccer365.ru/games/15497765/,Аякс,2,Рейнджерс,1
https://soccer365.ru/games/15497766/,Интер,2,Бавария,2
https://soccer365.ru/games/15497767/,Виктория Пльзень,2,Барселона,4
https://soccer365.ru/games/15497768/,Спортинг Лиссабон,1,Айнтрахт Франкфурт,2
https://soccer365.ru/games/15497769/,Марсель,1,Тоттенхэм,2
https://soccer365.ru/games/15497770/,Реал Мадрид,5,Селтик,1
https://soccer365.ru/games/15497771/,Шахтер,0,РБ Лейпциг,4
https://soccer365.ru/games/15497772/,Милан,4,Ред Булл Зальцбург,0
https://soccer365.ru/games/15497773/,Челси,2,Динамо Загреб,1
https://soccer365.ru/games/15497774/,Ман Сити,1,Севилья,1
https://soccer365.ru/games/15497775/,Копенгаген,1,Боруссия Дортмунд,1
https://soccer365.ru/games/15497776/,Маккаби Хайфа,1,Бенфика,6
https://soccer365.ru/games/15497777/,Ювентус,1,ПСЖ,2
https://soccer365.ru/games/15497778/,Ман Сити,3,РБ Лейпциг,2
https://soccer365.ru/games/15497779/,Бенфика,5,Брюгге,1
https://soccer365.ru/games/15497780/,Ливерпуль,2,Реал Мадрид,0
https://soccer365.ru/games/15497781/,Тоттенхэм,0,Милан,0
https://soccer365.ru/games/15497782/,Наполи,3,Айнтрахт Франкфурт,0
https://soccer365.ru/games/15497783/,Челси,1,Боруссия Дортмунд,1
https://soccer365.ru/games/15497784/,Порту,0,Интер,0
https://soccer365.ru/games/15497785/,Бавария,1,ПСЖ,0
https://soccer365.ru/games/15497786/,Ман Сити,3,РБ Лейпциг,2
https://soccer365.ru/games/15497787/,Бенфика,5,Брюгге,1
https://soccer365.ru/games/15497788/,Ливерпуль,2,Реал Мадрид,0
https://soccer365.ru/games/15497789/,Тоттенхэм,0,Милан,0
https://soccer365.ru/games/15497790/,Наполи,3,Айнтрахт Франкфурт,0
https://soccer365.ru/games/15497791/,Челси,1,Боруссия Дортмунд,1
https://soccer365.ru/games/15497792/,Порту,0,Интер,0
https://soccer365.ru/games/15497793/,Бавария,1,ПСЖ,0
https://soccer365.ru/games/15497794/,Бенфика,3,Интер,3
https://soccer365.ru/games/15497795/,Бавария,1,Ман Сити,2
https://soccer365.ru/games/15497796/,Реал Мадрид,2,Челси,1
https://soccer365.ru/games/15497797/,Наполи,2,Милан,1
https://soccer365.ru/games/15497798/,Реал Мадрид,2,Челси,1
https://soccer365.ru/games/15497799/,Наполи,2,Милан,1
https://soccer365.ru/games/15497800/,Бенфика,3,Интер,3
https://soccer365.ru/games/15497801/,Бавария,1,Ман Сити,2
https://soccer365.ru/games/15497802/,Интер,0,Милан,3
https://soccer365.ru/games/15497803/,Реал Мадрид,3,Ман Сити,1
https://soccer365.ru/games/15497804/,Интер,0,Милан,3
https://soccer365.ru/games/15497805/,Реал Мадрид,3,Ман Сити,1
https://soccer365.ru/games/15497806/,Ман Сити,0,Интер,0
